rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9
"Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Holland, John J.","Cronin, Fran Albin","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Nolan, Patricia M.","Harding, Jr., Richard","Osborne, Mervan F.","Holland, John J.",skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Holland, John J.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Holland, John J.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Osborne, Mervan F.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Holland, John J.","Nolan, Patricia M.","Gerber, Joyce C.","Osborne, Mervan F.","Cronin, Fran Albin","Fantini, Alfred B.","Harding, Jr., Richard","Kadete, Elechi M."
"Nolan, Patricia M.","Osborne, Mervan F.","Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.",skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Holland, John J.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Fantini, Alfred B.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Gerber, Joyce C.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Nolan, Patricia M.","Harding, Jr., Richard","Cronin, Fran Albin","Gerber, Joyce C.","Holland, John J.",skipped,skipped,skipped
"Gerber, Joyce C.","Cronin, Fran Albin","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Holland, John J.","Harding, Jr., Richard","Nolan, Patricia M.","Kelly, Kathleen M.","Kadete, Elechi M.","Gerber, Joyce C.","Cronin, Fran Albin",skipped
"Cronin, Fran Albin","Kelly, Kathleen M.","Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Nolan, Patricia M.","Osborne, Mervan F.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Nolan, Patricia M.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran Albin","Harding, Jr., Richard","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard","Osborne, Mervan F.","Kelly, Kathleen M.","Nolan, Patricia M.","Gerber, Joyce C.",skipped,skipped,skipped
"Kadete, Elechi M.","Kelly, Kathleen M.","Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Osborne, Mervan F.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Holland, John J.","Fantini, Alfred B.","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Osborne, Mervan F.","Holland, John J.","Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin","Harding, Jr., Richard",skipped,skipped
"Harding, Jr., Richard","Gerber, Joyce C.","Osborne, Mervan F.","Kadete, Elechi M.","Fantini, Alfred B.","Nolan, Patricia M.","Holland, John J.",skipped,skipped
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
"Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard","Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard","Cronin, Fran Albin","Holland, John J.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard","Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Nolan, Patricia M.","Fantini, Alfred B.","Osborne, Mervan F.","Holland, John J.","Kelly, Kathleen M.","Kadete, Elechi M.","Cronin, Fran Albin","Gerber, Joyce C."
"Kadete, Elechi M.","Holland, John J.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped
"Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Gerber, Joyce C.","Kelly, Kathleen M.","Holland, John J.","Osborne, Mervan F.","Fantini, Alfred B.",skipped,skipped,skipped
"Nolan, Patricia M.","Kelly, Kathleen M.","Holland, John J.","Harding, Jr., Richard","Osborne, Mervan F.","Fantini, Alfred B.",skipped,skipped,skipped
"Cronin, Fran Albin","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
"Holland, John J.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard","Holland, John J.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard","Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kelly, Kathleen M.","Harding, Jr., Richard","Holland, John J.","Osborne, Mervan F.","Cronin, Fran Albin","Fantini, Alfred B.","Gerber, Joyce C.",skipped
"Fantini, Alfred B.","Nolan, Patricia M.","Kelly, Kathleen M.","Holland, John J.","Gerber, Joyce C.","Harding, Jr., Richard",skipped,skipped,skipped
"Gerber, Joyce C.","Osborne, Mervan F.","Nolan, Patricia M.","Cronin, Fran Albin","Kelly, Kathleen M.","Holland, John J.","Harding, Jr., Richard","Kadete, Elechi M.","Fantini, Alfred B."
"Cronin, Fran Albin","Gerber, Joyce C.","Kelly, Kathleen M.","Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped
"Gerber, Joyce C.","Kelly, Kathleen M.","Cronin, Fran Albin","Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped
"Cronin, Fran Albin","Harding, Jr., Richard","Osborne, Mervan F.","Nolan, Patricia M.","Kelly, Kathleen M.","Kadete, Elechi M.",skipped,skipped,skipped
"Nolan, Patricia M.","Osborne, Mervan F.","Harding, Jr., Richard","Kelly, Kathleen M.","Cronin, Fran Albin","Gerber, Joyce C.",skipped,skipped,skipped
"Fantini, Alfred B.","Holland, John J.","Nolan, Patricia M.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Harding, Jr., Richard","Osborne, Mervan F.","Kadete, Elechi M.","Cronin, Fran Albin","Fantini, Alfred B.","Nolan, Patricia M.","Holland, John J.","Gerber, Joyce C."
"Kelly, Kathleen M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kelly, Kathleen M.","Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Gerber, Joyce C.","Kelly, Kathleen M.","Holland, John J.","Osborne, Mervan F.",skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Harding, Jr., Richard","Osborne, Mervan F.","Kadete, Elechi M.","Cronin, Fran Albin","Fantini, Alfred B.","Nolan, Patricia M.","Holland, John J.","Gerber, Joyce C."
"Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Gerber, Joyce C.","Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Osborne, Mervan F.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Fantini, Alfred B.","Nolan, Patricia M.","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped
"Holland, John J.","Nolan, Patricia M.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Cronin, Fran Albin","Kelly, Kathleen M.","Holland, John J.","Osborne, Mervan F.",skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Nolan, Patricia M.","Holland, John J.","Fantini, Alfred B.","Harding, Jr., Richard","Gerber, Joyce C.","Kadete, Elechi M.","Cronin, Fran Albin","Osborne, Mervan F."
"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Osborne, Mervan F.","Fantini, Alfred B.","Harding, Jr., Richard","Nolan, Patricia M.","Holland, John J.",skipped,skipped,skipped,skipped
"Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Nolan, Patricia M.","Holland, John J.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped
"Osborne, Mervan F.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard","Holland, John J.","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Gerber, Joyce C.","Cronin, Fran Albin","Kelly, Kathleen M.","Kadete, Elechi M.","Holland, John J.",skipped,skipped,skipped
"Gerber, Joyce C.","Holland, John J.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
"Gerber, Joyce C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Osborne, Mervan F.","Kelly, Kathleen M.","Nolan, Patricia M.","Harding, Jr., Richard","Kadete, Elechi M.","Holland, John J.",skipped,skipped,skipped
"Kelly, Kathleen M.","Cronin, Fran Albin","Fantini, Alfred B.","Nolan, Patricia M.","Harding, Jr., Richard","Osborne, Mervan F.","Gerber, Joyce C.","Holland, John J.","Kadete, Elechi M."
"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Nolan, Patricia M.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Osborne, Mervan F.","Cronin, Fran Albin","Harding, Jr., Richard","Kelly, Kathleen M.","Fantini, Alfred B.",skipped,skipped,skipped
"Holland, John J.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Holland, John J.","Gerber, Joyce C.","Fantini, Alfred B.","Kadete, Elechi M.","Kelly, Kathleen M.",skipped,skipped,skipped
"Nolan, Patricia M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Fantini, Alfred B.","Nolan, Patricia M.","Holland, John J.","Gerber, Joyce C.","Kelly, Kathleen M.",skipped,skipped,skipped
"Cronin, Fran Albin","Holland, John J.","Kelly, Kathleen M.","Gerber, Joyce C.","Kadete, Elechi M.","Nolan, Patricia M.",skipped,skipped,skipped
"Cronin, Fran Albin","Kelly, Kathleen M.","Holland, John J.","Kadete, Elechi M.","Gerber, Joyce C.",skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Osborne, Mervan F.","Harding, Jr., Richard","Cronin, Fran Albin","Nolan, Patricia M.","Gerber, Joyce C.",skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Osborne, Mervan F.","Kadete, Elechi M.","Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Kelly, Kathleen M.","Holland, John J.","Harding, Jr., Richard","Gerber, Joyce C.","Fantini, Alfred B.","Cronin, Fran Albin","Osborne, Mervan F.","Nolan, Patricia M."
"Fantini, Alfred B.","Gerber, Joyce C.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped
"Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Osborne, Mervan F.","Harding, Jr., Richard","Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Osborne, Mervan F.","Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Nolan, Patricia M.","Osborne, Mervan F.","Kadete, Elechi M.","Kelly, Kathleen M.","Cronin, Fran Albin","Holland, John J.","Fantini, Alfred B.","Gerber, Joyce C."
"Osborne, Mervan F.","Holland, John J.","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped
"Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Holland, John J.","Nolan, Patricia M.","Kelly, Kathleen M.","Kadete, Elechi M.","Gerber, Joyce C.","Cronin, Fran Albin","Fantini, Alfred B.","Harding, Jr., Richard","Osborne, Mervan F."
"Harding, Jr., Richard","Nolan, Patricia M.","Holland, John J.","Fantini, Alfred B.","Osborne, Mervan F.","Kelly, Kathleen M.",skipped,skipped,skipped
"Nolan, Patricia M.","Osborne, Mervan F.","Kelly, Kathleen M.","Gerber, Joyce C.","Holland, John J.","Kadete, Elechi M.","Cronin, Fran Albin","Fantini, Alfred B.",skipped
"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,"Cronin, Fran Albin",Write-In 3,skipped,skipped
"Nolan, Patricia M.","Kelly, Kathleen M.","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped
"Gerber, Joyce C.",overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped
Write-In 6,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
Write-In 1,Write-In 2,skipped,skipped,skipped,skipped,skipped,skipped,skipped
Write-In 1,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
Write-In 1,"Holland, John J.","Harding, Jr., Richard","Cronin, Fran Albin","Gerber, Joyce C.","Nolan, Patricia M.","Osborne, Mervan F.","Fantini, Alfred B.",skipped
"Nolan, Patricia M.",Write-In 1,Write-In 2,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,Write-In 1,Write-In 2,skipped,skipped,skipped,skipped
"Holland, John J.","Cronin, Fran Albin","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Harding, Jr., Richard","Nolan, Patricia M.","Osborne, Mervan F.","Cronin, Fran Albin","Kadete, Elechi M.","Gerber, Joyce C.","Fantini, Alfred B.","Holland, John J."
"Cronin, Fran Albin","Osborne, Mervan F.","Kadete, Elechi M.","Nolan, Patricia M.","Holland, John J.","Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped
"Kelly, Kathleen M.","Cronin, Fran Albin","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped
"Gerber, Joyce C.","Holland, John J.","Nolan, Patricia M.","Fantini, Alfred B.","Kadete, Elechi M.",skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Fantini, Alfred B.","Osborne, Mervan F.","Nolan, Patricia M.","Kelly, Kathleen M.","Kadete, Elechi M.",skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Harding, Jr., Richard","Gerber, Joyce C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Holland, John J.","Cronin, Fran Albin","Nolan, Patricia M.","Harding, Jr., Richard","Kelly, Kathleen M.",skipped,skipped,skipped
"Kelly, Kathleen M.","Nolan, Patricia M.","Gerber, Joyce C.","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Cronin, Fran Albin","Fantini, Alfred B.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Holland, John J.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard","Gerber, Joyce C.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Nolan, Patricia M.","Gerber, Joyce C.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped
"Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Gerber, Joyce C.","Fantini, Alfred B.","Cronin, Fran Albin","Holland, John J.","Harding, Jr., Richard","Kadete, Elechi M.","Kelly, Kathleen M.","Nolan, Patricia M.","Osborne, Mervan F."
"Nolan, Patricia M.","Cronin, Fran Albin","Fantini, Alfred B.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped
"Osborne, Mervan F.","Cronin, Fran Albin","Nolan, Patricia M.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Cronin, Fran Albin","Gerber, Joyce C.","Kelly, Kathleen M.","Holland, John J.",skipped,skipped,skipped,skipped
"Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Cronin, Fran Albin","Fantini, Alfred B.",Write-In 1,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Kadete, Elechi M.","Holland, John J.","Harding, Jr., Richard","Gerber, Joyce C.",skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Cronin, Fran Albin","Osborne, Mervan F.","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,"Gerber, Joyce C.",skipped,skipped
"Harding, Jr., Richard","Osborne, Mervan F.","Kadete, Elechi M.","Kelly, Kathleen M.","Gerber, Joyce C.","Cronin, Fran Albin","Fantini, Alfred B.","Nolan, Patricia M.",Write-In 1
"Fantini, Alfred B.","Nolan, Patricia M.",skipped,"Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Holland, John J.",skipped,"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Gerber, Joyce C.","Nolan, Patricia M.","Harding, Jr., Richard","Cronin, Fran Albin",skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Harding, Jr., Richard","Fantini, Alfred B.","Osborne, Mervan F.","Kelly, Kathleen M.","Gerber, Joyce C.","Cronin, Fran Albin",skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard","Nolan, Patricia M.","Osborne, Mervan F.","Gerber, Joyce C.","Holland, John J.",skipped,skipped,skipped
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Harding, Jr., Richard","Kelly, Kathleen M.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Cronin, Fran Albin","Holland, John J.","Nolan, Patricia M.","Osborne, Mervan F.",skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Kadete, Elechi M.","Harding, Jr., Richard","Osborne, Mervan F.","Holland, John J.","Nolan, Patricia M.",skipped,skipped,skipped
"Kelly, Kathleen M.","Nolan, Patricia M.","Holland, John J.","Cronin, Fran Albin","Gerber, Joyce C.","Kadete, Elechi M.",skipped,skipped,skipped
"Nolan, Patricia M.","Harding, Jr., Richard","Osborne, Mervan F.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Osborne, Mervan F.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran Albin","Gerber, Joyce C.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran Albin","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran Albin","Osborne, Mervan F.","Gerber, Joyce C.","Nolan, Patricia M.","Kelly, Kathleen M.","Fantini, Alfred B.","Kadete, Elechi M.","Harding, Jr., Richard","Holland, John J."
"Holland, John J.","Nolan, Patricia M.","Kelly, Kathleen M.","Kadete, Elechi M.","Osborne, Mervan F.","Harding, Jr., Richard","Gerber, Joyce C.",Write-In 1,Write-In 3
"Kelly, Kathleen M.","Nolan, Patricia M.","Harding, Jr., Richard","Osborne, Mervan F.","Cronin, Fran Albin","Gerber, Joyce C.","Holland, John J.","Kadete, Elechi M.",skipped
"Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.","Cronin, Fran Albin",skipped,"Osborne, Mervan F.","Holland, John J.","Kadete, Elechi M."
"Nolan, Patricia M.","Fantini, Alfred B.","Osborne, Mervan F.","Gerber, Joyce C.","Harding, Jr., Richard","Holland, John J.","Cronin, Fran Albin","Kelly, Kathleen M.","Kadete, Elechi M."
"Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Osborne, Mervan F.","Nolan, Patricia M.","Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped
"Cronin, Fran Albin","Nolan, Patricia M.","Osborne, Mervan F.","Kelly, Kathleen M.","Gerber, Joyce C.",skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Harding, Jr., Richard","Cronin, Fran Albin","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kelly, Kathleen M.","Harding, Jr., Richard","Gerber, Joyce C.","Fantini, Alfred B.",skipped,skipped,skipped,skipped
"Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Gerber, Joyce C.","Kelly, Kathleen M.","Kadete, Elechi M.","Fantini, Alfred B.","Cronin, Fran Albin","Holland, John J.","Harding, Jr., Richard",skipped
"Fantini, Alfred B.","Osborne, Mervan F.","Harding, Jr., Richard","Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin","Gerber, Joyce C.","Holland, John J.","Kadete, Elechi M."
"Nolan, Patricia M.","Fantini, Alfred B.","Holland, John J.","Kelly, Kathleen M.","Harding, Jr., Richard","Gerber, Joyce C.","Osborne, Mervan F.","Cronin, Fran Albin","Kadete, Elechi M."
"Kelly, Kathleen M.","Holland, John J.","Gerber, Joyce C.","Cronin, Fran Albin","Kadete, Elechi M.",skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Holland, John J.","Nolan, Patricia M.","Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped
